session_id,timestamp,machine_id,operator_id,task_type,operator_skill,operator_experience_yrs,machine_age_yrs,engine_hours,weather,ground_condition,temperature_c,fuel_used_l,load_cycles,avg_payload_kg,idle_time_min,operating_time_min,seatbelt_status,proximity_min_m,people_in_zone,estimated_time_min,actual_time_min,safety_risk_score,safety_alert_triggered,anomaly_flag,anomaly_type
S009536,2026-08-07T11:02:54,EXC004,OP1007,Earth Excavation,Expert,14,5,3789.5,Sunny,Loose,31.1,16.75,156,1342.4,31.4,59.07,Fastened,16.89,0,60.0,59.07,8.7,False,False,
S009537,2026-08-07T11:07:26,EXC004,OP1026,Earth Excavation,Expert,12,5,3789.5,Sunny,Firm,41.9,15.22,147,1674.4,25.15,52.68,Fastened,11.98,0,60.0,52.68,11.8,False,False,
S009538,2026-08-07T11:30:14,EXC002,OP1009,Trenching,Expert,9,8,5866.0,Rainy,Rocky,28.3,18.03,143,1521.8,22.57,59.22,Fastened,13.69,0,45.0,59.22,22.0,False,False,
S009539,2026-08-07T11:32:35,EXC001,OP1009,Demolition,Expert,9,2,1530.0,Cloudy,Loose,36.0,37.03,247,1779.8,26.44,104.15,Fastened,3.63,1,90.0,104.15,69.7,False,False,
S009540,2026-08-07T11:36:09,EXC011,OP1032,Trenching,Expert,11,6,5075.0,Sunny,Rocky,35.8,12.52,121,1649.4,25.05,42.17,Fastened,18.28,0,45.0,42.17,8.9,False,False,
S009541,2026-08-07T11:50:06,EXC003,OP1021,Earth Excavation,Intermediate,5,6,4636.1,Windy,Firm,28.6,46.96,230,1330.7,25.56,66.95,Fastened,25.69,0,60.0,66.95,7.8,False,True,fuel_spike
S009542,2026-08-07T11:53:12,EXC003,OP1025,Demolition,Intermediate,2,6,4636.1,Sunny,Firm,35.1,30.29,175,1332.4,24.76,87.37,Fastened,15.79,0,90.0,87.37,16.9,False,False,
S009543,2026-08-07T11:53:52,EXC006,OP1006,Demolition,Intermediate,4,2,1571.3,Cloudy,Firm,28.7,33.88,169,1766.2,44.2,96.26,Fastened,31.46,0,90.0,96.26,8.0,False,False,
S009544,2026-08-07T11:56:46,EXC004,OP1006,Earth Excavation,Intermediate,4,5,3789.5,Sunny,Firm,31.9,20.67,211,1500.5,40.44,68.72,Fastened,24.75,0,60.0,68.72,8.3,False,False,
S009545,2026-08-07T12:10:28,WL004,OP1033,Material Loading,Intermediate,3,2,1563.6,Sunny,Firm,38.8,8.22,56,3703.0,14.19,29.62,Unfastened,33.99,0,30.0,29.62,39.6,False,False,
S009546,2026-08-07T12:13:33,WL004,OP1049,Material Loading,Beginner,0,2,1563.6,Rainy,Loose,23.4,16.02,90,4480.4,51.39,51.54,Unfastened,2.86,1,30.0,51.54,100.0,True,True,unsafe_operation
S009547,2026-08-07T12:14:12,EXC012,OP1024,Earth Excavation,Intermediate,2,8,6522.6,Sunny,Firm,40.6,25.96,207,1648.3,38.88,75.23,Fastened,12.25,0,60.0,75.23,6.3,False,False,
S009548,2026-08-07T12:17:47,WL002,OP1040,Material Loading,Intermediate,2,1,783.8,Sunny,Firm,40.4,8.87,69,3007.0,15.49,35.63,Fastened,45.72,0,30.0,35.63,10.1,False,False,
S009549,2026-08-07T12:21:00,EXC001,OP1033,Trenching,Intermediate,3,2,1530.0,Sunny,Rocky,40.8,16.42,130,1604.0,24.7,57.77,Fastened,8.9,0,45.0,57.77,7.8,False,False,
S009550,2026-08-07T12:28:05,EXC008,OP1040,Demolition,Intermediate,2,8,5737.3,Cloudy,Rocky,32.2,52.16,245,1373.7,66.1,127.03,Fastened,31.39,0,90.0,127.03,8.9,False,False,
S009551,2026-08-07T12:29:58,EXC009,OP1041,Demolition,Beginner,0,3,2243.1,Rainy,Wet,26.7,63.44,366,1329.6,80.93,165.48,Fastened,25.6,0,90.0,165.48,17.5,False,False,
S009552,2026-08-07T12:30:10,WL001,OP1041,Material Loading,Beginner,0,7,5493.1,Rainy,Loose,22.6,15.13,80,3445.6,29.31,55.6,Fastened,26.69,0,30.0,55.6,22.6,False,False,
S009553,2026-08-07T12:49:38,EXC008,OP1002,Earth Excavation,Beginner,0,8,5737.3,Cloudy,Firm,27.9,25.52,227,1266.2,31.66,80.75,Unfastened,17.59,0,60.0,80.75,42.2,False,False,
S009554,2026-08-07T12:58:31,EXC005,OP1022,Trenching,Beginner,1,7,6266.6,Windy,Firm,29.7,18.52,142,1544.9,30.64,59.05,Fastened,9.37,0,45.0,59.05,16.3,False,False,
S009555,2026-08-07T13:03:01,MG001,OP1032,Grading,Expert,11,5,4011.4,Sunny,Firm,38.8,8.15,19,831.0,17.01,33.56,Fastened,34.05,0,35.0,33.56,9.1,False,False,
S009556,2026-08-07T13:20:56,WL001,OP1035,Material Loading,Expert,10,7,5493.1,Windy,Firm,31.3,9.79,54,3145.2,11.38,32.76,Fastened,25.66,0,30.0,32.76,9.7,False,False,
S009557,2026-08-07T13:22:53,EXC012,OP1003,Earth Excavation,Intermediate,4,8,6522.6,Cloudy,Firm,29.8,19.69,246,1584.6,24.52,61.92,Fastened,18.08,0,60.0,61.92,4.0,False,False,
S009558,2026-08-07T13:43:16,EXC003,OP1021,Earth Excavation,Intermediate,5,6,4636.1,Sunny,Firm,31.7,21.89,205,1445.9,25.32,73.02,Fastened,46.3,0,60.0,73.02,8.1,False,False,
S009559,2026-08-07T13:47:41,WL001,OP1028,Material Loading,Expert,11,7,5493.1,Sunny,Loose,35.6,7.5,42,3822.6,8.29,26.47,Fastened,44.72,0,30.0,26.47,14.5,False,False,
S009560,2026-08-07T13:50:44,WL003,OP1040,Material Loading,Intermediate,2,5,4055.7,Sunny,Firm,38.2,10.18,60,3066.8,16.02,34.37,Fastened,25.48,0,30.0,34.37,10.2,False,False,
S009561,2026-08-07T13:58:23,EXC010,OP1016,Demolition,Beginner,0,5,3604.5,Cloudy,Firm,29.6,39.92,229,1471.6,63.3,115.77,Fastened,16.39,0,90.0,115.77,7.6,False,False,
S009562,2026-08-07T14:02:35,MG002,OP1010,Grading,Intermediate,6,5,3986.9,Rainy,Wet,25.2,12.84,35,765.9,21.41,53.35,Fastened,9.34,0,35.0,53.35,24.9,False,False,
S009563,2026-08-07T14:08:32,WL001,OP1010,Material Loading,Intermediate,6,7,5493.1,Cloudy,Firm,33.8,11.6,49,3823.0,20.69,39.89,Fastened,46.45,0,30.0,39.89,11.3,False,False,
S009564,2026-08-07T14:09:49,EXC005,OP1050,Earth Excavation,Beginner,0,7,6266.6,Cloudy,Wet,31.0,35.88,283,1251.0,87.83,96.24,Fastened,43.51,0,60.0,96.24,11.1,False,False,
S009565,2026-08-07T14:10:33,EXC009,OP1035,Demolition,Expert,10,3,2243.1,Sunny,Rocky,39.5,38.77,193,1690.9,50.51,102.99,Fastened,46.44,0,90.0,102.99,7.5,False,False,
S009566,2026-08-07T14:12:38,EXC003,OP1024,Earth Excavation,Intermediate,2,6,4636.1,Windy,Rocky,28.4,25.29,219,1585.0,38.69,80.7,Fastened,16.08,0,60.0,80.7,9.4,False,False,
S009567,2026-08-07T14:18:19,MG001,OP1047,Grading,Intermediate,4,5,4011.4,Cloudy,Firm,34.6,10.29,30,602.0,30.62,40.81,Fastened,33.15,0,35.0,40.81,10.4,False,False,
S009568,2026-08-07T14:39:51,EXC010,OP1026,Earth Excavation,Expert,12,5,3604.5,Foggy,Rocky,24.9,24.81,242,1714.5,26.75,82.31,Fastened,37.44,0,60.0,82.31,22.0,False,False,
S009569,2026-08-07T14:40:42,WL001,OP1031,Material Loading,Beginner,1,7,5493.1,Windy,Firm,32.1,12.4,79,3956.8,22.24,43.76,Fastened,14.0,0,30.0,43.76,10.0,False,False,
S009570,2026-08-07T14:44:37,EXC009,OP1021,Demolition,Intermediate,5,3,2243.1,Cloudy,Firm,31.7,40.09,252,1349.5,59.83,103.79,Fastened,23.86,0,90.0,103.79,12.7,False,False,
S009571,2026-08-07T14:47:22,DZ001,OP1034,Grading,Beginner,0,10,6972.1,Foggy,Wet,24.7,21.65,44,2408.9,55.06,73.28,Fastened,2.61,1,35.0,73.28,91.2,True,False,
S009572,2026-08-07T14:49:29,EXC002,OP1023,Trenching,Intermediate,4,8,5866.0,Windy,Wet,32.4,14.53,152,1608.3,26.51,58.32,Fastened,40.32,0,45.0,58.32,8.7,False,False,
S009573,2026-08-07T14:51:02,EXC001,OP1046,Trenching,Intermediate,5,2,1530.0,Sunny,Firm,30.4,19.4,143,1311.8,41.08,60.43,Fastened,10.57,0,45.0,60.43,7.7,False,False,
S009574,2026-08-07T14:57:05,EXC004,OP1019,Trenching,Intermediate,5,5,3789.5,Rainy,Loose,24.4,17.17,139,1625.2,36.23,53.03,Fastened,30.52,0,45.0,53.03,21.8,False,False,
S009575,2026-08-07T15:11:23,MG002,OP1025,Grading,Intermediate,2,5,3986.9,Rainy,Wet,26.3,11.27,31,815.3,19.06,49.07,Fastened,32.18,0,35.0,49.07,26.2,False,False,
S009576,2026-08-07T15:16:34,DZ001,OP1041,Grading,Beginner,0,10,6972.1,Sunny,Firm,31.4,13.68,28,2986.0,19.74,48.44,Fastened,35.65,0,35.0,48.44,12.5,False,False,
S009577,2026-08-07T15:17:03,MG001,OP1050,Grading,Beginner,0,5,4011.4,Cloudy,Loose,26.4,12.5,36,818.3,33.3,49.41,Fastened,47.81,0,35.0,49.41,11.6,False,False,
S009578,2026-08-07T15:17:06,EXC010,OP1047,Trenching,Intermediate,4,5,3604.5,Rainy,Wet,25.0,19.53,184,1618.6,19.85,72.31,Fastened,26.11,0,45.0,72.31,21.7,False,False,
S009579,2026-08-07T15:21:27,MG002,OP1024,Grading,Intermediate,2,5,3986.9,Rainy,Wet,22.8,13.1,36,692.2,33.66,54.35,Fastened,2.79,1,35.0,54.35,80.3,True,False,
S009580,2026-08-07T15:23:50,WL001,OP1031,Material Loading,Beginner,1,7,5493.1,Sunny,Rocky,41.0,12.68,68,3545.4,17.58,48.22,Fastened,23.05,0,30.0,48.22,9.7,False,False,
S009581,2026-08-07T15:35:21,EXC010,OP1038,Earth Excavation,Intermediate,6,5,3604.5,Rainy,Wet,22.3,25.24,215,1624.2,46.05,85.66,Fastened,31.25,0,60.0,85.66,20.0,False,False,
S009582,2026-08-07T15:38:14,EXC006,OP1012,Earth Excavation,Intermediate,3,2,1571.3,Cloudy,Loose,30.9,23.82,229,1447.8,52.87,79.11,Fastened,44.51,0,60.0,79.11,12.7,False,False,
S009583,2026-08-07T15:43:12,EXC009,OP1044,Trenching,Expert,11,3,2243.1,Sunny,Firm,40.5,11.72,105,1241.8,16.48,42.78,Fastened,19.63,0,45.0,42.78,10.1,False,False,
S009584,2026-08-07T15:46:41,EXC008,OP1009,Trenching,Expert,9,8,5737.3,Sunny,Rocky,32.5,15.32,132,1582.6,17.21,55.09,Fastened,22.1,0,45.0,55.09,4.5,False,False,
S009585,2026-08-07T16:18:07,EXC006,OP1010,Earth Excavation,Intermediate,6,2,1571.3,Foggy,Wet,22.8,31.35,299,1554.3,74.29,93.87,Fastened,30.31,0,60.0,93.87,27.1,False,False,
S009586,2026-08-07T16:27:10,DZ002,OP1033,Earth Excavation,Intermediate,3,6,5181.2,Foggy,Firm,26.9,27.74,256,2578.5,61.81,82.9,Fastened,25.94,0,60.0,82.9,24.8,False,False,
S009587,2026-08-07T16:29:39,EXC006,OP1010,Demolition,Intermediate,6,2,1571.3,Sunny,Firm,40.5,31.28,55,1442.0,57.55,90.54,Unfastened,2.04,1,90.0,90.54,100.0,True,True,abnormal_cycle_time
S009588,2026-08-07T16:31:18,EXC001,OP1048,Earth Excavation,Beginner,2,2,1530.0,Sunny,Rocky,31.9,28.15,296,1218.0,45.38,90.77,Fastened,47.48,0,60.0,90.77,15.3,False,False,
S009589,2026-08-07T16:34:52,EXC002,OP1042,Demolition,Beginner,0,8,5866.0,Sunny,Rocky,36.0,49.64,244,1363.6,60.04,132.88,Fastened,32.99,0,90.0,132.88,11.6,False,False,
S009590,2026-08-07T16:35:43,EXC003,OP1029,Demolition,Intermediate,5,6,4636.1,Sunny,Rocky,38.2,39.25,248,1726.7,36.71,106.59,Fastened,40.61,0,90.0,106.59,10.7,False,False,
S009591,2026-08-07T16:39:37,EXC007,OP1022,Earth Excavation,Beginner,1,7,5857.0,Foggy,Wet,23.3,32.95,281,1466.4,97.9,105.82,Fastened,38.29,0,60.0,105.82,20.3,False,False,
S009592,2026-08-07T16:52:25,DZ002,OP1046,Earth Excavation,Intermediate,5,6,5181.2,Sunny,Wet,40.6,26.45,274,2894.2,32.79,77.02,Fastened,18.85,0,60.0,77.02,13.1,False,False,
S009593,2026-08-07T17:02:11,EXC004,OP1034,Trenching,Beginner,0,5,3789.5,Sunny,Firm,38.0,21.87,166,1362.9,51.62,64.67,Fastened,43.37,0,45.0,64.67,8.5,False,False,
S009594,2026-08-07T17:07:06,EXC004,OP1009,Demolition,Expert,9,5,3789.5,Rainy,Wet,29.3,47.12,300,1417.8,51.09,120.05,Fastened,2.04,1,90.0,120.05,79.3,True,False,
S009595,2026-08-07T17:08:01,DZ002,OP1037,Grading,Beginner,1,6,5181.2,Windy,Rocky,27.4,13.66,33,2451.9,39.84,48.47,Fastened,25.97,0,35.0,48.47,17.5,False,False,
S009596,2026-08-07T17:09:53,EXC012,OP1028,Earth Excavation,Expert,11,8,6522.6,Rainy,Firm,22.7,24.66,244,1468.8,41.14,73.26,Fastened,37.19,0,60.0,73.26,24.8,False,False,
S009597,2026-08-07T17:14:47,EXC007,OP1009,Demolition,Expert,9,7,5857.0,Cloudy,Loose,34.0,39.12,266,1274.6,55.89,102.04,Fastened,16.92,0,90.0,102.04,16.5,False,False,
S009598,2026-08-07T17:16:54,WL001,OP1004,Material Loading,Expert,8,7,5493.1,Foggy,Firm,23.2,8.85,47,4192.7,12.94,33.12,Fastened,38.55,0,30.0,33.12,24.0,False,False,
S009599,2026-08-07T17:24:40,EXC001,OP1003,Trenching,Intermediate,4,2,1530.0,Rainy,Wet,29.6,15.78,178,1728.6,18.12,65.94,Fastened,26.06,0,45.0,65.94,21.7,False,False,
S009600,2026-08-07T17:25:21,EXC002,OP1027,Earth Excavation,Intermediate,4,8,5866.0,Rainy,Wet,26.7,26.8,231,1668.5,42.72,87.07,Fastened,43.5,0,60.0,87.07,21.7,False,False,
S009601,2026-08-07T17:25:35,EXC009,OP1010,Earth Excavation,Intermediate,6,3,2243.1,Rainy,Wet,29.7,30.6,254,1453.1,40.28,85.39,Fastened,37.37,0,60.0,85.39,24.1,False,False,
S009602,2026-08-07T17:28:41,EXC003,OP1029,Earth Excavation,Intermediate,5,6,4636.1,Sunny,Wet,32.3,26.22,231,1518.4,29.88,80.94,Fastened,1.21,1,60.0,80.94,71.1,True,False,
S009603,2026-08-07T17:31:08,EXC003,OP1031,Earth Excavation,Beginner,1,6,4636.1,Sunny,Wet,34.2,28.55,345,1311.0,53.4,89.42,Fastened,29.85,0,60.0,89.42,12.8,False,False,
S009604,2026-08-07T17:33:27,EXC004,OP1028,Demolition,Expert,11,5,3789.5,Cloudy,Loose,32.5,35.64,232,1329.6,58.79,92.35,Fastened,43.59,0,90.0,92.35,6.9,False,False,
S009605,2026-08-07T17:50:46,WL002,OP1022,Material Loading,Beginner,1,1,783.8,Foggy,Firm,24.8,11.8,87,3748.3,27.99,42.48,Fastened,21.68,0,30.0,42.48,22.7,False,False,
S009606,2026-08-07T17:53:31,WL004,OP1011,Material Loading,Expert,14,2,1563.6,Rainy,Firm,23.9,9.1,49,3292.6,12.72,32.18,Fastened,29.46,0,30.0,32.18,29.0,False,False,
S009607,2026-08-07T17:54:34,EXC012,OP1025,Earth Excavation,Intermediate,2,8,6522.6,Rainy,Wet,24.6,30.82,298,1354.3,32.78,95.12,Fastened,3.26,1,60.0,95.12,83.3,True,False,
S009608,2026-08-07T17:55:01,EXC001,OP1024,Earth Excavation,Intermediate,2,2,1530.0,Rainy,Firm,27.2,26.01,247,1386.1,41.9,82.16,Fastened,48.09,0,60.0,82.16,27.4,False,False,
S009609,2026-08-07T18:01:28,EXC011,OP1016,Trenching,Beginner,0,6,5075.0,Cloudy,Rocky,27.2,19.0,170,1700.5,39.46,64.59,Fastened,35.73,0,45.0,64.59,11.1,False,False,
S009610,2026-08-07T18:08:05,EXC006,OP1039,Earth Excavation,Intermediate,3,2,1571.3,Sunny,Wet,40.9,28.28,260,1208.5,47.18,85.54,Fastened,24.69,0,60.0,85.54,13.7,False,False,
S009611,2026-08-07T18:10:18,EXC011,OP1047,Demolition,Intermediate,4,6,5075.0,Rainy,Wet,27.4,60.15,226,1685.4,217.67,137.94,Fastened,12.77,0,90.0,137.94,16.9,False,True,excessive_idling
S009612,2026-08-07T18:14:53,WL002,OP1006,Material Loading,Intermediate,4,1,783.8,Rainy,Wet,23.4,12.96,87,3171.2,28.4,46.45,Fastened,21.3,0,30.0,46.45,23.2,False,False,
S009613,2026-08-07T18:20:47,EXC001,OP1024,Earth Excavation,Intermediate,2,2,1530.0,Sunny,Firm,35.3,19.69,197,1744.6,30.0,63.44,Fastened,17.19,0,60.0,63.44,16.0,False,False,
S009614,2026-08-07T18:26:06,DZ001,OP1006,Grading,Intermediate,4,10,6972.1,Sunny,Rocky,39.8,11.6,32,2588.5,27.42,48.35,Fastened,26.33,0,35.0,48.35,3.7,False,False,
S009615,2026-08-07T18:30:29,WL002,OP1003,Material Loading,Intermediate,4,1,783.8,Windy,Firm,25.8,9.49,68,3525.3,17.42,33.6,Fastened,10.06,0,30.0,33.6,10.3,False,False,
S009616,2026-08-07T18:42:40,EXC005,OP1048,Earth Excavation,Beginner,2,7,6266.6,Rainy,Wet,29.2,34.2,355,1696.8,63.87,111.15,Fastened,14.77,0,60.0,111.15,21.4,False,False,
S009617,2026-08-07T18:44:22,EXC006,OP1026,Earth Excavation,Expert,12,2,1571.3,Cloudy,Firm,29.6,17.95,178,1660.0,17.98,60.09,Fastened,25.86,0,60.0,60.09,10.6,False,False,
S009618,2026-08-07T18:48:58,EXC008,OP1008,Demolition,Expert,13,8,5737.3,Cloudy,Firm,26.2,43.37,204,1305.1,35.49,95.15,Fastened,22.99,0,90.0,95.15,11.0,False,False,
S009619,2026-08-07T18:54:24,EXC002,OP1002,Trenching,Beginner,0,8,5866.0,Rainy,Rocky,24.8,30.52,218,1648.4,50.12,89.55,Fastened,8.9,0,45.0,89.55,22.2,False,False,
S009620,2026-08-07T19:01:13,DZ002,OP1013,Earth Excavation,Expert,8,6,5181.2,Rainy,Wet,23.9,25.05,221,2485.2,37.69,82.76,Fastened,2.53,1,60.0,82.76,80.9,True,False,
S009621,2026-08-07T19:07:01,WL004,OP1011,Material Loading,Expert,14,2,1563.6,Windy,Firm,31.3,7.27,47,3254.0,6.16,30.86,Fastened,46.66,0,30.0,30.86,8.7,False,False,
S009622,2026-08-07T19:08:58,EXC004,OP1039,Trenching,Intermediate,3,5,3789.5,Windy,Loose,31.6,19.23,139,1615.5,43.2,54.63,Fastened,8.39,0,45.0,54.63,11.2,False,False,
S009623,2026-08-07T19:10:12,EXC002,OP1021,Demolition,Intermediate,5,8,5866.0,Rainy,Wet,28.6,54.58,314,1331.4,45.15,145.44,Fastened,2.85,1,90.0,145.44,82.1,True,False,
S009624,2026-08-07T19:11:57,MG001,OP1021,Grading,Intermediate,5,5,4011.4,Cloudy,Firm,34.4,10.02,26,587.5,12.75,43.52,Unfastened,25.57,0,35.0,43.52,39.6,False,False,
S009625,2026-08-07T19:19:56,WL001,OP1045,Material Loading,Beginner,2,7,5493.1,Windy,Rocky,33.7,13.19,90,3862.6,19.49,52.21,Unfastened,11.59,0,30.0,52.21,41.2,False,False,
S009626,2026-08-07T19:26:53,WL003,OP1039,Material Loading,Intermediate,3,5,4055.7,Rainy,Wet,28.2,12.83,74,4317.7,14.43,48.16,Fastened,26.57,0,30.0,48.16,23.8,False,False,
S009627,2026-08-07T19:27:13,EXC006,OP1002,Trenching,Beginner,0,2,1571.3,Sunny,Loose,39.4,17.12,161,1513.3,26.14,58.16,Fastened,29.45,0,45.0,58.16,10.1,False,False,
S009628,2026-08-07T19:47:34,DZ002,OP1012,Earth Excavation,Intermediate,3,6,5181.2,Rainy,Loose,24.2,21.02,206,2834.7,31.7,77.1,Unfastened,21.06,0,60.0,77.1,51.4,False,False,
S009629,2026-08-07T19:49:55,DZ002,OP1036,Grading,Beginner,0,6,5181.2,Cloudy,Firm,29.4,10.22,24,2314.8,13.48,41.8,Fastened,38.49,0,35.0,41.8,12.6,False,False,
S009630,2026-08-07T20:00:11,DZ002,OP1016,Grading,Beginner,0,6,5181.2,Rainy,Loose,26.9,11.84,33,2483.2,27.18,53.21,Fastened,46.71,0,35.0,53.21,23.2,False,False,
S009631,2026-08-07T20:02:14,EXC005,OP1048,Earth Excavation,Beginner,2,7,6266.6,Windy,Firm,28.5,27.78,279,1207.0,31.71,87.94,Fastened,25.45,0,60.0,87.94,14.0,False,False,
S009632,2026-08-07T20:04:48,EXC010,OP1035,Earth Excavation,Expert,10,5,3604.5,Rainy,Wet,23.8,24.7,248,1484.4,25.44,81.46,Fastened,9.41,0,60.0,81.46,23.2,False,False,
S009633,2026-08-07T20:10:00,WL003,OP1034,Material Loading,Beginner,0,5,4055.7,Cloudy,Loose,35.2,14.78,95,4308.8,35.66,53.0,Fastened,37.63,0,30.0,53.0,8.5,False,False,
S009634,2026-08-07T20:38:18,EXC001,OP1005,Demolition,Expert,12,2,1530.0,Sunny,Rocky,39.4,37.14,187,1542.4,40.17,101.08,Fastened,30.55,0,90.0,101.08,9.3,False,False,
S009635,2026-08-07T20:49:33,MG002,OP1032,Grading,Expert,11,5,3986.9,Cloudy,Loose,29.1,8.1,25,559.4,12.6,34.57,Fastened,16.68,0,35.0,34.57,9.4,False,False,
S009636,2026-08-07T20:59:18,MG002,OP1016,Grading,Beginner,0,5,3986.9,Sunny,Firm,36.9,10.43,27,861.5,33.83,43.0,Fastened,20.03,0,35.0,43.0,9.4,False,False,
S009637,2026-08-07T20:59:34,DZ001,OP1029,Grading,Intermediate,5,10,6972.1,Cloudy,Firm,34.0,10.86,28,2908.4,31.74,43.01,Fastened,23.95,0,35.0,43.01,7.5,False,False,
S009638,2026-08-07T21:08:27,MG001,OP1024,Grading,Intermediate,2,5,4011.4,Rainy,Wet,29.9,14.53,43,603.3,36.77,56.38,Fastened,14.08,0,35.0,56.38,23.5,False,False,
S009639,2026-08-07T21:08:48,EXC009,OP1038,Earth Excavation,Intermediate,6,3,2243.1,Rainy,Wet,26.8,22.24,303,1666.8,38.72,77.98,Fastened,16.38,0,60.0,77.98,23.2,False,False,
S009640,2026-08-07T21:14:15,WL001,OP1047,Material Loading,Intermediate,4,7,5493.1,Foggy,Firm,26.3,9.97,70,3902.9,12.05,41.47,Fastened,8.16,0,30.0,41.47,23.1,False,False,
S009641,2026-08-07T21:27:18,EXC007,OP1022,Earth Excavation,Beginner,1,7,5857.0,Windy,Firm,33.6,30.21,286,1734.8,67.78,94.39,Fastened,22.72,0,60.0,94.39,13.5,False,False,
S009642,2026-08-07T21:29:39,EXC004,OP1006,Earth Excavation,Intermediate,4,5,3789.5,Rainy,Wet,26.5,28.3,305,1454.1,38.56,95.26,Fastened,27.42,0,60.0,95.26,18.5,False,False,
S009643,2026-08-07T21:33:42,WL001,OP1045,Material Loading,Beginner,2,7,5493.1,Windy,Rocky,34.9,12.67,97,3209.1,27.27,46.5,Fastened,24.34,0,30.0,46.5,9.0,False,False,
S009644,2026-08-07T21:44:37,EXC007,OP1006,Trenching,Intermediate,4,7,5857.0,Cloudy,Rocky,34.2,18.78,127,1329.7,41.15,60.28,Fastened,1.59,1,45.0,60.28,70.7,True,False,
S009645,2026-08-07T21:55:19,MG002,OP1050,Grading,Beginner,0,5,3986.9,Rainy,Wet,28.9,15.28,38,504.8,33.56,57.4,Fastened,2.65,1,35.0,57.4,85.7,True,False,
S009646,2026-08-07T22:08:48,WL003,OP1017,Material Loading,Beginner,0,5,4055.7,Foggy,Rocky,25.0,17.84,116,4111.9,40.25,65.55,Fastened,34.32,0,30.0,65.55,24.9,False,False,
S009647,2026-08-07T22:10:20,EXC002,OP1007,Earth Excavation,Expert,14,8,5866.0,Sunny,Wet,32.2,23.1,282,1603.8,22.62,72.68,Fastened,22.89,0,60.0,72.68,8.9,False,False,
S009648,2026-08-07T22:14:16,MG001,OP1015,Grading,Intermediate,2,5,4011.4,Sunny,Rocky,34.5,11.24,31,628.5,22.52,44.78,Fastened,48.86,0,35.0,44.78,8.1,False,False,
S009649,2026-08-07T22:17:17,WL002,OP1007,Material Loading,Expert,14,1,783.8,Sunny,Firm,34.6,5.77,36,3717.0,6.79,22.77,Fastened,4.63,1,30.0,22.77,65.3,False,False,
S009650,2026-08-07T22:30:14,EXC001,OP1036,Trenching,Beginner,0,2,1530.0,Sunny,Loose,40.4,13.65,173,1324.9,28.67,53.95,Fastened,47.73,0,45.0,53.95,6.2,False,False,
S009651,2026-08-07T22:39:16,EXC004,OP1030,Earth Excavation,Intermediate,5,5,3789.5,Windy,Rocky,30.7,23.99,227,1483.3,62.5,82.09,Fastened,43.42,0,60.0,82.09,11.5,False,False,
S009652,2026-08-07T22:39:33,EXC006,OP1001,Trenching,Intermediate,4,2,1571.3,Sunny,Firm,30.9,14.13,111,1261.1,26.81,46.83,Fastened,22.12,0,45.0,46.83,8.4,False,False,
S009653,2026-08-07T22:48:34,EXC012,OP1036,Earth Excavation,Beginner,0,8,6522.6,Windy,Rocky,27.1,28.81,249,1295.2,61.07,82.35,Fastened,13.65,0,60.0,82.35,6.7,False,False,
S009654,2026-08-07T22:50:07,EXC006,OP1014,Trenching,Intermediate,5,2,1571.3,Cloudy,Firm,27.5,16.09,139,1314.9,34.79,55.17,Fastened,26.29,0,45.0,55.17,12.3,False,False,
S009655,2026-08-07T22:52:19,MG002,OP1014,Grading,Intermediate,5,5,3986.9,Rainy,Wet,26.3,12.24,31,686.3,21.25,47.31,Fastened,39.23,0,35.0,47.31,21.6,False,False,
S009656,2026-08-07T22:55:19,EXC002,OP1031,Trenching,Beginner,1,8,5866.0,Rainy,Wet,24.0,27.74,202,1347.2,40.69,80.5,Fastened,48.04,0,45.0,80.5,23.3,False,False,
S009657,2026-08-07T22:58:40,EXC004,OP1049,Earth Excavation,Beginner,0,5,3789.5,Cloudy,Firm,34.4,28.8,226,1376.2,73.6,88.02,Fastened,30.13,0,60.0,88.02,13.0,False,False,
S009658,2026-08-07T22:58:48,EXC005,OP1030,Earth Excavation,Intermediate,5,7,6266.6,Rainy,Wet,27.0,29.99,347,1778.5,50.24,97.53,Fastened,44.53,0,60.0,97.53,18.3,False,False,
S009659,2026-08-07T23:01:10,EXC001,OP1045,Earth Excavation,Beginner,2,2,1530.0,Sunny,Firm,30.0,19.4,236,1327.3,27.11,75.5,Fastened,1.22,1,60.0,75.5,74.1,True,False,
S009660,2026-08-07T23:06:28,EXC003,OP1002,Demolition,Beginner,0,6,4636.1,Cloudy,Firm,33.6,53.14,111,1513.1,60.73,123.98,Fastened,49.83,0,90.0,123.98,12.0,False,True,abnormal_cycle_time
S009661,2026-08-07T23:12:38,EXC002,OP1003,Trenching,Intermediate,4,8,5866.0,Sunny,Wet,33.5,19.36,169,1511.8,29.91,67.07,Fastened,15.81,0,45.0,67.07,5.8,False,False,
S009662,2026-08-07T23:14:30,EXC011,OP1036,Earth Excavation,Beginner,0,6,5075.0,Sunny,Rocky,41.5,28.05,251,1592.6,56.17,87.17,Fastened,28.57,0,60.0,87.17,5.7,False,False,
S009663,2026-08-07T23:16:21,MG002,OP1038,Grading,Intermediate,6,5,3986.9,Rainy,Wet,28.8,10.58,36,591.7,28.32,50.51,Fastened,32.13,0,35.0,50.51,21.3,False,False,
